time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62
Time(s), ANGL 101[BUS 1 230.00]1, POWR 101[BUS 1 230.00]1, VARS 101[BUS 1 230.00]1, SPD 101[BUS 1 230.00]1, IFD 101[BUS 1 230.00]1, ANGL 102[BUS 2 LV 20.000]EG, POWR 102[BUS 2 LV 20.000]EG, VARS 102[BUS 2 LV 20.000]EG, SPD 102[BUS 2 LV 20.000]EG, IFD 102[BUS 2 LV 20.000]EG, ANGL 102[BUS 2 LV 20.000]ND, POWR 102[BUS 2 LV 20.000]ND, VARS 102[BUS 2 LV 20.000]ND, SPD 102[BUS 2 LV 20.000]ND, IFD 102[BUS 2 LV 20.000]ND, ANGL 102[BUS 2 LV 20.000]RG, POWR 102[BUS 2 LV 20.000]RG, VARS 102[BUS 2 LV 20.000]RG, SPD 102[BUS 2 LV 20.000]RG, IFD 102[BUS 2 LV 20.000]RG, ANGL 102[BUS 2 LV 20.000]S, POWR 102[BUS 2 LV 20.000]S, VARS 102[BUS 2 LV 20.000]S, SPD 102[BUS 2 LV 20.000]S, IFD 102[BUS 2 LV 20.000]S, ANGL 102[BUS 2 LV 20.000]SG, POWR 102[BUS 2 LV 20.000]SG, VARS 102[BUS 2 LV 20.000]SG, SPD 102[BUS 2 LV 20.000]SG, IFD 102[BUS 2 LV 20.000]SG, ANGL 102[BUS 2 LV 20.000]SH, POWR 102[BUS 2 LV 20.000]SH, VARS 102[BUS 2 LV 20.000]SH, SPD 102[BUS 2 LV 20.000]SH, IFD 102[BUS 2 LV 20.000]SH, ANGL 102[BUS 2 LV 20.000]SW, POWR 102[BUS 2 LV 20.000]SW, VARS 102[BUS 2 LV 20.000]SW, SPD 102[BUS 2 LV 20.000]SW, IFD 102[BUS 2 LV 20.000]SW, ANGL 102[BUS 2 LV 20.000]WG, POWR 102[BUS 2 LV 20.000]WG, VARS 102[BUS 2 LV 20.000]WG, SPD 102[BUS 2 LV 20.000]WG, IFD 102[BUS 2 LV 20.000]WG, VOLT 101 [BUS 1 230.00], ANGL 101 [BUS 1 230.00], VOLT 102 [BUS 2 LV 20.000], ANGL 102 [BUS 2 LV 20.000], VOLT 103 [BUS 2 HV 230.00], ANGL 103 [BUS 2 HV 230.00], VOLT 104 [BUS 3 230.00], ANGL 104 [BUS 3 230.00], ITRM 101[BUS 1 230.00]1, ITRM 102[BUS 2 LV 20.000]EG, ITRM 102[BUS 2 LV 20.000]ND, ITRM 102[BUS 2 LV 20.000]RG, ITRM 102[BUS 2 LV 20.000]S, ITRM 102[BUS 2 LV 20.000]SG, ITRM 102[BUS 2 LV 20.000]SH, ITRM 102[BUS 2 LV 20.000]SW, ITRM 102[BUS 2 LV 20.000]WG
2.38501, 7.38549, -0.0339291, 4.1962, 0.000516038, 22.7955, 23.7122, 4.70212, 0.124842, 0.00036751, 1.06652, 8.9147, -0.000840675, -0.0075573, 0.000365668, 1.01144, 23.3531, 10.8936, 0.278082, 0.000367447, 1.06419, 8.95823, 2.20994, 0.132659, 0, 0, 23.9226, 8.56004, 0.2323, 0.000367542, 1.06792, 19.2188, 2.04932, 0.0191692, 0.000368053, 1.04119, 8.95823, 6.63983, 0.398575, 0, 0, 22.9259, 11.6763, 2.62672, 0.000353748, 1.12218, 1.02499, 7.71044, 1.02159, 8.99753, 1.01999, 7.71267, 1.01305, 4.60401, 4.09401, 0.200888, 0.00744318, 0.195685, 0.1891, 0.203946, 0.137403, 0.202837, 0.201395
2.39001, 7.44265, -0.0317588, 4.19621, 0.000541522, 22.7955, 23.7519, 4.70188, 0.124644, 0.000367946, 1.06648, 8.95422, -0.000847461, -0.00757012, 0.00036616, 1.01139, 23.3929, 10.8931, 0.277627, 0.000367885, 1.06415, 8.99753, 2.20994, 0.132659, 0, 0, 23.9623, 8.55962, 0.23196, 0.000367976, 1.06788, 19.2586, 2.04922, 0.0190261, 0.000368517, 1.04114, 8.99753, 6.63982, 0.398574, 0, 0, 22.9642, 11.6753, 2.62779, 0.000354375, 1.12213, 1.02499, 7.75003, 1.02159, 9.03692, 1.01999, 7.75212, 1.01305, 4.64346, 4.09401, 0.200878, 0.00745641, 0.195676, 0.1891, 0.203936, 0.137397, 0.202837, 0.201382
2.39501, 7.50251, -0.0293094, 4.19622, 0.000566068, 22.7955, 23.7917, 4.70162, 0.124416, 0.000368388, 1.06644, 8.99379, -0.000855506, -0.00758415, 0.000366658, 1.01134, 23.4326, 10.8924, 0.277109, 0.000368329, 1.06411, 9.03692, 2.20994, 0.132659, 0, 0, 24.0021, 8.55915, 0.231591, 0.000368416, 1.06783, 19.2984, 2.0491, 0.0188667, 0.000368985, 1.0411, 9.03692, 6.63982, 0.398574, 0, 0, 23.0025, 11.6741, 2.62884, 0.000355014, 1.12208, 1.02499, 7.78975, 1.02159, 9.0764, 1.01998, 7.79168, 1.01304, 4.68301, 4.09401, 0.200867, 0.00747095, 0.195664, 0.189101, 0.203925, 0.137389, 0.202838, 0.201368
2.40001, 7.56497, -0.0265939, 4.19622, 0.000589565, 22.7955, 23.8315, 4.70131, 0.124212, 0.000368836, 1.06639, 9.03342, -0.000864937, -0.00759743, 0.000367161, 1.01129, 23.4724, 10.8917, 0.276594, 0.00036878, 1.06406, 9.0764, 2.20994, 0.132658, 0, 0, 24.0419, 8.55859, 0.231177, 0.000368863, 1.06779, 19.3383, 2.04895, 0.0187298, 0.000369461, 1.04105, 9.0764, 6.63982, 0.398573, 0, 0, 23.0409, 11.673, 2.62994, 0.000355664, 1.12204, 1.02499, 7.82959, 1.02159, 9.11599, 1.01998, 7.83134, 1.01304, 4.72267, 4.09401, 0.200854, 0.00748493, 0.195652, 0.189101, 0.203912, 0.137379, 0.202838, 0.201353
2.40501, 7.62991, -0.023626, 4.19623, 0.000611908, 22.7955, 23.8714, 4.70095, 0.123992, 0.000369292, 1.06635, 9.0731, -0.000875813, -0.00760999, 0.000367672, 1.01125, 23.5123, 10.8908, 0.276049, 0.000369239, 1.06402, 9.11599, 2.20994, 0.132658, 0, 0, 24.0817, 8.55795, 0.230793, 0.000369317, 1.06775, 19.3782, 2.04878, 0.0185619, 0.000369944, 1.04101, 9.11599, 6.63981, 0.398573, 0, 0, 23.0793, 11.6718, 2.63111, 0.000356327, 1.122, 1.02499, 7.86955, 1.02158, 9.15567, 1.01998, 7.8711, 1.01304, 4.76244, 4.09401, 0.200839, 0.00749837, 0.195637, 0.189102, 0.203897, 0.137368, 0.202839, 0.201339
2.41001, 7.6972, -0.0204214, 4.19624, 0.000632997, 22.7955, 23.9113, 4.70057, 0.123743, 0.000369758, 1.06631, 9.11283, -0.000888463, -0.00762286, 0.00036819, 1.0112, 23.5522, 10.8899, 0.275478, 0.000369707, 1.06397, 9.15567, 2.20994, 0.132658, 0, 0, 24.1217, 8.55725, 0.230366, 0.000369782, 1.0677, 19.4182, 2.04858, 0.0184078, 0.000370435, 1.04096, 9.15567, 6.63981, 0.398572, 0, 0, 23.1178, 11.6706, 2.63239, 0.000357002, 1.12197, 1.02498, 7.90963, 1.02158, 9.19546, 1.01998, 7.91098, 1.01304, 4.80231, 4.09401, 0.200823, 0.00751233, 0.195621, 0.189102, 0.203881, 0.137355, 0.202839, 0.201324
2.41501, 7.7667, -0.0169954, 4.19625, 0.000652741, 22.7955, 23.9512, 4.70015, 0.123504, 0.000370233, 1.06626, 9.15263, -0.000901521, -0.00763532, 0.000368718, 1.01115, 23.5921, 10.8889, 0.274873, 0.000370185, 1.06393, 9.19546, 2.20994, 0.132658, 0, 0, 24.1616, 8.55649, 0.229911, 0.000370256, 1.06766, 19.4582, 2.04837, 0.0182472, 0.000370936, 1.04092, 9.19546, 6.63981, 0.398572, 0, 0, 23.1564, 11.6693, 2.63363, 0.00035769, 1.12193, 1.02498, 7.94983, 1.02158, 9.23533, 1.01997, 7.95095, 1.01303, 4.84228, 4.09401, 0.200805, 0.00752596, 0.195603, 0.189102, 0.203863, 0.137341, 0.202839, 0.201308
2.42001, 7.83827, -0.0133662, 4.19625, 0.000671052, 22.7955, 23.9912, 4.69969, 0.123234, 0.00037072, 1.06622, 9.19248, -0.000915954, -0.00764903, 0.000369255, 1.01111, 23.6321, 10.8879, 0.274246, 0.000370674, 1.06388, 9.23533, 2.20994, 0.132658, 0, 0, 24.2016, 8.55566, 0.229441, 0.000370742, 1.06761, 19.4983, 2.04814, 0.0180778, 0.000371447, 1.04087, 9.23533, 6.63981, 0.398571, 0, 0, 23.1951, 11.668, 2.63494, 0.00035839, 1.1219, 1.02498, 7.99015, 1.02158, 9.27531, 1.01997, 7.99102, 1.01303, 4.88236, 4.09401, 0.200786, 0.00754097, 0.195584, 0.189103, 0.203843, 0.137326, 0.20284, 0.201293
2.42501, 7.91173, -0.00955206, 4.19626, 0.000687852, 22.7955, 24.0313, 4.6992, 0.122958, 0.00037122, 1.06617, 9.23238, -0.000931572, -0.00766098, 0.000369803, 1.01106, 23.6722, 10.8867, 0.273585, 0.000371176, 1.06384, 9.27531, 2.20994, 0.132658, 0, 0, 24.2417, 8.5548, 0.228948, 0.000371241, 1.06756, 19.5384, 2.04789, 0.0179012, 0.00037197, 1.04083, 9.27531, 6.63981, 0.398571, 0, 0, 23.2338, 11.6668, 2.63634, 0.000359105, 1.12187, 1.02498, 8.03058, 1.02157, 9.31539, 1.01997, 8.03121, 1.01303, 4.92254, 4.09402, 0.200765, 0.00755444, 0.195563, 0.189103, 0.203823, 0.13731, 0.202841, 0.201278
2.43001, 7.98692, -0.0055716, 4.19626, 0.000703069, 22.7955, 24.0714, 4.69869, 0.12267, 0.000371733, 1.06612, 9.27235, -0.000947805, -0.00767505, 0.000370361, 1.01101, 23.7123, 10.8855, 0.272872, 0.000371691, 1.06379, 9.31539, 2.20994, 0.132658, 0, 0, 24.2818, 8.55386, 0.22844, 0.000371752, 1.06752, 19.5786, 2.04763, 0.0177096, 0.000372506, 1.04078, 9.31539, 6.63981, 0.398571, 0, 0, 23.2727, 11.6655, 2.63782, 0.000359832, 1.12185, 1.02497, 8.07112, 1.02157, 9.35556, 1.01997, 8.07149, 1.01303, 4.96282, 4.09403, 0.200744, 0.00757006, 0.195541, 0.189104, 0.203801, 0.137293, 0.202841, 0.201263
2.43501, 8.06368, -0.00144458, 4.19626, 0.000716642, 22.7955, 24.1116, 4.69815, 0.122352, 0.00037226, 1.06608, 9.31238, -0.000965066, -0.00768833, 0.000370932, 1.01097, 23.7525, 10.8842, 0.272164, 0.00037222, 1.06374, 9.35556, 2.20994, 0.132657, 0, 0, 24.322, 8.55288, 0.227889, 0.000372279, 1.06747, 19.6189, 2.04735, 0.017517, 0.000373053, 1.04074, 9.35556, 6.63981, 0.39857, 0, 0, 23.3116, 11.6642, 2.63938, 0.000360573, 1.12183, 1.02497, 8.11178, 1.02157, 9.39583, 1.01996, 8.11187, 1.01302, 5.00321, 4.09403, 0.20072, 0.00758506, 0.195519, 0.189104, 0.203778, 0.137274, 0.202842, 0.201248
2.44001, 8.14181, 0.00280827, 4.19626, 0.000728513, 22.7955, 24.1518, 4.69757, 0.122051, 0.000372801, 1.06603, 9.35247, -0.000983235, -0.00770081, 0.000371515, 1.01092, 23.7927, 10.8829, 0.27146, 0.000372764, 1.0637, 9.39583, 2.20994, 0.132657, 0, 0, 24.3622, 8.55186, 0.227328, 0.00037282, 1.06742, 19.6592, 2.04706, 0.0173499, 0.000373615, 1.04069, 9.39583, 6.63981, 0.39857, 0, 0, 23.3505, 11.6629, 2.64096, 0.000361328, 1.12181, 1.02497, 8.15254, 1.02157, 9.4362, 1.01996, 8.15236, 1.01302, 5.04369, 4.09404, 0.200696, 0.00759944, 0.195495, 0.189105, 0.203754, 0.137255, 0.202842, 0.201234
2.44501, 8.22113, 0.00716656, 4.19625, 0.000738637, 22.7955, 24.1921, 4.697, 0.121733, 0.000373359, 1.06598, 9.39263, -0.0010018, -0.00771339, 0.000372111, 1.01088, 23.833, 10.8815, 0.27064, 0.000373324, 1.06365, 9.4362, 2.20994, 0.132657, 0, 0, 24.4025, 8.5508, 0.226758, 0.000373376, 1.06738, 19.6996, 2.04676, 0.017152, 0.000374191, 1.04065, 9.4362, 6.63981, 0.39857, 0, 0, 23.3896, 11.6617, 2.6426, 0.000362095, 1.1218, 1.02496, 8.19341, 1.02156, 9.47667, 1.01996, 8.19294, 1.01302, 5.08428, 4.09406, 0.200672, 0.00761399, 0.19547, 0.189105, 0.203729, 0.137235, 0.202843, 0.20122
2.45001, 8.30145, 0.0116089, 4.19625, 0.000746974, 22.7955, 24.2325, 4.69638, 0.121384, 0.000373933, 1.06593, 9.43285, -0.00102123, -0.00772615, 0.000372719, 1.01083, 23.8733, 10.88, 0.269826, 0.000373899, 1.0636, 9.47667, 2.20994, 0.132657, 0, 0, 24.4429, 8.54972, 0.226118, 0.00037395, 1.06733, 19.74, 2.04645, 0.0169401, 0.000374782, 1.0406, 9.47667, 6.63981, 0.398569, 0, 0, 23.4288, 11.6604, 2.64441, 0.000362876, 1.12179, 1.02496, 8.23439, 1.02156, 9.51723, 1.01995, 8.23362, 1.01302, 5.12496, 4.09407, 0.200646, 0.00762887, 0.195445, 0.189106, 0.203703, 0.137214, 0.202843, 0.201206
2.45501, 8.38257, 0.016113, 4.19624, 0.000753496, 22.7955, 24.2729, 4.69577, 0.121032, 0.000374523, 1.06589, 9.47314, -0.00104062, -0.00774191, 0.000373342, 1.01079, 23.9137, 10.8786, 0.268928, 0.000374491, 1.06355, 9.51723, 2.20994, 0.132657, 0, 0, 24.4833, 8.5486, 0.225482, 0.000374539, 1.06728, 19.7806, 2.04612, 0.0167283, 0.000375387, 1.04055, 9.51723, 6.63981, 0.398569, 0, 0, 23.468, 11.6592, 2.64622, 0.000363669, 1.12179, 1.02496, 8.27546, 1.02156, 9.55788, 1.01995, 8.2744, 1.01301, 5.16574, 4.09409, 0.20062, 0.00764669, 0.195419, 0.189106, 0.203677, 0.137193, 0.202844, 0.201194
2.46001, 8.4643, 0.0206577, 4.19623, 0.000758182, 22.7955, 24.3134, 4.69514, 0.120646, 0.000375131, 1.06584, 9.51349, -0.00106095, -0.0077549, 0.000373978, 1.01074, 23.9542, 10.8771, 0.268072, 0.0003751, 1.0635, 9.55788, 2.20994, 0.132657, 0, 0, 24.5238, 8.54746, 0.224809, 0.000375146, 1.06723, 19.8211, 2.0458, 0.0164953, 0.000376009, 1.04051, 9.55788, 6.63981, 0.398569, 0, 0, 23.5073, 11.658, 2.64814, 0.000364475, 1.12178, 1.02496, 8.31664, 1.02155, 9.59863, 1.01995, 8.31528, 1.01301, 5.20662, 4.09411, 0.200593, 0.00766199, 0.195392, 0.189107, 0.20365, 0.137171, 0.202844, 0.201182
2.46501, 8.54644, 0.0252208, 4.19621, 0.000761019, 22.7955, 24.3539, 4.69449, 0.120288, 0.000375756, 1.06579, 9.55392, -0.00108143, -0.00776795, 0.000374629, 1.01069, 23.9948, 10.8756, 0.267195, 0.000375726, 1.06346, 9.59863, 2.20994, 0.132657, 0, 0, 24.5643, 8.5463, 0.224143, 0.000375771, 1.06718, 19.8618, 2.04546, 0.0162786, 0.000376646, 1.04046, 9.59863, 6.63981, 0.398569, 0, 0, 23.5467, 11.6568, 2.65009, 0.000365293, 1.12179, 1.02495, 8.35791, 1.02155, 9.63948, 1.01995, 8.35625, 1.01301, 5.24759, 4.09413, 0.200566, 0.00767741, 0.195365, 0.189107, 0.203622, 0.137149, 0.202845, 0.201171
2.47001, 8.62878, 0.0297801, 4.1962, 0.000762005, 22.7955, 24.3945, 4.69384, 0.119888, 0.000376399, 1.06574, 9.59441, -0.00110163, -0.00778248, 0.000375294, 1.01065, 24.0354, 10.874, 0.266265, 0.00037637, 1.06341, 9.63948, 2.20994, 0.132657, 0, 0, 24.6049, 8.54513, 0.223423, 0.000376413, 1.06713, 19.9025, 2.04513, 0.0160343, 0.000377299, 1.04041, 9.63948, 6.63981, 0.398568, 0, 0, 23.5862, 11.6557, 2.6522, 0.000366123, 1.12179, 1.02495, 8.39927, 1.02155, 9.68041, 1.01994, 8.39731, 1.013, 5.28865, 4.09415, 0.200538, 0.00769427, 0.195338, 0.189108, 0.203595, 0.137127, 0.202846, 0.201161
2.47501, 8.71113, 0.0343143, 4.19618, 0.000761146, 22.7955, 24.4352, 4.69319, 0.119469, 0.000377059, 1.06569, 9.63498, -0.00112207, -0.00779759, 0.000375973, 1.0106, 24.0761, 10.8725, 0.265287, 0.000377031, 1.06336, 9.68041, 2.20994, 0.132657, 0, 0, 24.6456, 8.54396, 0.222667, 0.000377073, 1.06708, 19.9433, 2.0448, 0.0157919, 0.000377968, 1.04036, 9.68041, 6.63982, 0.398568, 0, 0, 23.6258, 11.6547, 2.65429, 0.000366964, 1.1218, 1.02495, 8.44072, 1.02155, 9.72144, 1.01994, 8.43846, 1.013, 5.3298, 4.09418, 0.20051, 0.00771176, 0.19531, 0.189109, 0.203567, 0.137105, 0.202846, 0.201152
2.48001, 8.79329, 0.0388016, 4.19616, 0.000758456, 22.7956, 24.476, 4.69254, 0.119049, 0.000377738, 1.06564, 9.67562, -0.00114236, -0.00781271, 0.000376667, 1.01056, 24.1168, 10.871, 0.264291, 0.00037771, 1.06331, 9.72144, 2.20994, 0.132657, 0, 0, 24.6864, 8.54279, 0.221937, 0.000377752, 1.06703, 19.9841, 2.04446, 0.0155427, 0.000378653, 1.04032, 9.72144, 6.63982, 0.398568, 0, 0, 23.6655, 11.6536, 2.65648, 0.000367815, 1.12181, 1.02494, 8.48226, 1.02154, 9.76256, 1.01994, 8.4797, 1.013, 5.37104, 4.09421, 0.200483, 0.00772928, 0.195283, 0.189109, 0.203539, 0.137082, 0.202847, 0.201143
2.48501, 8.87506, 0.0432202, 4.19613, 0.000753959, 22.7956, 24.5168, 4.69189, 0.118635, 0.000378434, 1.06559, 9.71634, -0.00116273, -0.0078269, 0.000377374, 1.01051, 24.1576, 10.8695, 0.263246, 0.000378407, 1.06326, 9.76256, 2.20994, 0.132657, 0, 0, 24.7272, 8.5416, 0.22117, 0.000378448, 1.06699, 20.0251, 2.04412, 0.0152894, 0.000379355, 1.04027, 9.76256, 6.63982, 0.398568, 0, 0, 23.7052, 11.6527, 2.65882, 0.000368677, 1.12183, 1.02494, 8.52388, 1.02154, 9.80377, 1.01994, 8.52103, 1.013, 5.41237, 4.09424, 0.200455, 0.00774595, 0.195256, 0.18911, 0.203511, 0.13706, 0.202848, 0.201137
2.49001, 8.95624, 0.0475497, 4.19611, 0.000747688, 22.7956, 24.5577, 4.69125, 0.118172, 0.000379148, 1.06554, 9.75713, -0.00118257, -0.00784252, 0.000378096, 1.01047, 24.1986, 10.8679, 0.262216, 0.000379122, 1.06321, 9.80377, 2.20994, 0.132657, 0, 0, 24.7681, 8.54045, 0.220386, 0.000379162, 1.06694, 20.0661, 2.04379, 0.0150399, 0.000380072, 1.04022, 9.80377, 6.63982, 0.398568, 0, 0, 23.7451, 11.6517, 2.66119, 0.000369547, 1.12185, 1.02494, 8.56558, 1.02154, 9.84506, 1.01993, 8.56245, 1.01299, 5.45378, 4.09427, 0.200428, 0.00776396, 0.195228, 0.18911, 0.203484, 0.137038, 0.202848, 0.201131
2.49501, 9.03665, 0.0517693, 4.19608, 0.000739682, 22.7956, 24.5987, 4.69061, 0.117717, 0.00037988, 1.06549, 9.79801, -0.00120196, -0.0078581, 0.000378831, 1.01042, 24.2395, 10.8664, 0.26114, 0.000379853, 1.06316, 9.84506, 2.20994, 0.132657, 0, 0, 24.8091, 8.53932, 0.219553, 0.000379894, 1.06688, 20.1071, 2.04347, 0.014769, 0.000380805, 1.04017, 9.84506, 6.63983, 0.398568, 0, 0, 23.7851, 11.6509, 2.66358, 0.000370426, 1.12187, 1.02494, 8.60735, 1.02153, 9.88644, 1.01993, 8.60395, 1.01299, 5.49528, 4.0943, 0.200401, 0.00778191, 0.195202, 0.189111, 0.203457, 0.137017, 0.202849, 0.201127
2.50001, 9.11611, 0.0558599, 4.19605, 0.00072999, 22.7956, 24.6398, 4.68999, 0.117253, 0.000380629, 1.06544, 9.83896, -0.00122104, -0.00787317, 0.00037958, 1.01038, 24.2806, 10.865, 0.26002, 0.000380602, 1.06311, 9.88644, 2.20994, 0.132657, 0, 0, 24.8502, 8.53819, 0.218732, 0.000380643, 1.06683, 20.1483, 2.04315, 0.0144945, 0.000381553, 1.04013, 9.88644, 6.63983, 0.398568, 0, 0, 23.8251, 11.6501, 2.66604, 0.000371313, 1.1219, 1.02493, 8.6492, 1.02153, 9.92791, 1.01993, 8.64552, 1.01299, 5.53686, 4.09434, 0.200374, 0.00779936, 0.195176, 0.189112, 0.20343, 0.136996, 0.20285, 0.201124
2.50501, 9.19442, 0.0598015, 4.19602, 0.000718668, 22.7957, 24.6809, 4.68938, 0.116782, 0.000381395, 1.06539, 9.87999, -0.00123929, -0.00788962, 0.000380342, 1.01033, 24.3217, 10.8635, 0.258916, 0.000381368, 1.06306, 9.92791, 2.20994, 0.132657, 0, 0, 24.8913, 8.5371, 0.217878, 0.000381409, 1.06678, 20.1896, 2.04284, 0.0142228, 0.000382316, 1.04008, 9.92791, 6.63983, 0.398568, 0, 0, 23.8653, 11.6494, 2.66862, 0.000372207, 1.12193, 1.02493, 8.69112, 1.02153, 9.96946, 1.01992, 8.68718, 1.01299, 5.57852, 4.09437, 0.200348, 0.00781805, 0.19515, 0.189112, 0.203404, 0.136975, 0.20285, 0.201122
2.51001, 9.27143, 0.0635763, 4.19599, 0.000705781, 22.7957, 24.7222, 4.68879, 0.116303, 0.000382177, 1.06534, 9.92111, -0.00125742, -0.00790559, 0.000381116, 1.01029, 24.363, 10.8621, 0.257768, 0.000382149, 1.06301, 9.96946, 2.20995, 0.132657, 0, 0, 24.9326, 8.53603, 0.217008, 0.000382192, 1.06673, 20.2309, 2.04254, 0.0139472, 0.000383094, 1.04003, 9.96946, 6.63984, 0.398568, 0, 0, 23.9055, 11.6487, 2.67124, 0.000373108, 1.12196, 1.02493, 8.7331, 1.02153, 10.0111, 1.01992, 8.72892, 1.01298, 5.62026, 4.09441, 0.200323, 0.00783628, 0.195124, 0.189113, 0.203378, 0.136955, 0.202851, 0.201122
2.51501, 9.34696, 0.0671665, 4.19596, 0.000691401, 22.7957, 24.7635, 4.68822, 0.115817, 0.000382975, 1.06529, 9.96231, -0.00127411, -0.00792283, 0.000381902, 1.01024, 24.4043, 10.8608, 0.25661, 0.000382947, 1.06296, 10.0111, 2.20995, 0.132657, 0, 0, 24.9739, 8.53499, 0.216136, 0.00038299, 1.06668, 20.2723, 2.04225, 0.013661, 0.000383886, 1.03998, 10.0111, 6.63984, 0.398568, 0, 0, 23.9459, 11.6482, 2.67391, 0.000374013, 1.12199, 1.02493, 8.77515, 1.02152, 10.0528, 1.01992, 8.77073, 1.01298, 5.66207, 4.09444, 0.200298, 0.00785555, 0.1951, 0.189113, 0.203354, 0.136936, 0.202851, 0.201123
2.52001, 9.42085, 0.0705562, 4.19593, 0.000675604, 22.7957, 24.8049, 4.68766, 0.115316, 0.000383788, 1.06524, 10.0036, -0.00129026, -0.00793952, 0.0003827, 1.0102, 24.4457, 10.8595, 0.255411, 0.000383759, 1.06291, 10.0528, 2.20995, 0.132657, 0, 0, 25.0153, 8.534, 0.215219, 0.000383804, 1.06663, 20.3138, 2.04198, 0.013355, 0.000384691, 1.03993, 10.0528, 6.63984, 0.398568, 0, 0, 23.9863, 11.6477, 2.67665, 0.000374923, 1.12203, 1.02492, 8.81726, 1.02152, 10.0946, 1.01992, 8.81262, 1.01298, 5.70395, 4.09448, 0.200275, 0.00787422, 0.195077, 0.189114, 0.20333, 0.136918, 0.202852, 0.201126
2.52501, 9.49296, 0.0737293, 4.1959, 0.000658476, 22.7957, 24.8464, 4.68714, 0.114794, 0.000384615, 1.06519, 10.045, -0.00130533, -0.00795753, 0.000383509, 1.01015, 24.4872, 10.8582, 0.254232, 0.000384586, 1.06286, 10.0946, 2.20995, 0.132657, 0, 0, 25.0568, 8.53306, 0.214304, 0.000384632, 1.06658, 20.3554, 2.04172, 0.0130618, 0.000385509, 1.03989, 10.0946, 6.63985, 0.398568, 0, 0, 24.0268, 11.6472, 2.67939, 0.000375836, 1.12207, 1.02492, 8.85943, 1.02152, 10.1365, 1.01991, 8.85458, 1.01297, 5.74591, 4.09451, 0.200252, 0.00789402, 0.195055, 0.189115, 0.203308, 0.136901, 0.202853, 0.201129
2.53001, 9.56315, 0.0766724, 4.19587, 0.000640108, 22.7958, 24.888, 4.68664, 0.114296, 0.000385456, 1.06514, 10.0864, -0.00131959, -0.00797444, 0.000384328, 1.0101, 24.5288, 10.8571, 0.253013, 0.000385426, 1.06281, 10.1365, 2.20995, 0.132657, 0, 0, 25.0984, 8.53214, 0.213387, 0.000385474, 1.06653, 20.3971, 2.04147, 0.0127728, 0.000386339, 1.03984, 10.1365, 6.63985, 0.398568, 0, 0, 24.0675, 11.6469, 2.68218, 0.000376751, 1.12211, 1.02492, 8.90164, 1.02152, 10.1784, 1.01991, 8.8966, 1.01297, 5.78794, 4.09455, 0.200231, 0.00791264, 0.195034, 0.189115, 0.203286, 0.136884, 0.202853, 0.201135
2.53501, 9.63129, 0.0793713, 4.19585, 0.000620596, 22.7958, 24.9296, 4.68617, 0.113785, 0.00038631, 1.06509, 10.128, -0.00133261, -0.00799216, 0.000385156, 1.01006, 24.5704, 10.856, 0.251786, 0.000386279, 1.06276, 10.1784, 2.20995, 0.132657, 0, 0, 25.1401, 8.53129, 0.212476, 0.000386329, 1.06648, 20.4389, 2.04125, 0.0124583, 0.00038718, 1.03979, 10.1784, 6.63985, 0.398568, 0, 0, 24.1082, 11.6466, 2.68508, 0.000377668, 1.12215, 1.02492, 8.94392, 1.02151, 10.2204, 1.01991, 8.9387, 1.01297, 5.83003, 4.09458, 0.200211, 0.00793186, 0.195014, 0.189116, 0.203266, 0.13687, 0.202854, 0.201142
2.54001, 9.69726, 0.0818143, 4.19582, 0.000600041, 22.7958, 24.9714, 4.68573, 0.113285, 0.000387176, 1.06504, 10.1696, -0.00134476, -0.00800974, 0.000385993, 1.01001, 24.6122, 10.8549, 0.250614, 0.000387143, 1.06271, 10.2204, 2.20995, 0.132657, 0, 0, 25.1818, 8.53049, 0.21155, 0.000387195, 1.06644, 20.4807, 2.04103, 0.0121562, 0.000388032, 1.03974, 10.2204, 6.63986, 0.398568, 0, 0, 24.1491, 11.6464, 2.6879, 0.000378586, 1.1222, 1.02491, 8.98624, 1.02151, 10.2625, 1.01991, 8.98086, 1.01297, 5.8722, 4.09461, 0.200192, 0.00795082, 0.194995, 0.189116, 0.203246, 0.136855, 0.202854, 0.20115
2.54501, 9.76096, 0.0839911, 4.19579, 0.000578549, 22.7958, 25.0133, 4.68532, 0.112747, 0.000388053, 1.06499, 10.2114, -0.00135542, -0.00802758, 0.000386838, 1.00997, 24.6541, 10.854, 0.249342, 0.000388019, 1.06266, 10.2625, 2.20996, 0.132657, 0, 0, 25.2237, 8.52977, 0.210599, 0.000388073, 1.06639, 20.5227, 2.04084, 0.0118597, 0.000388893, 1.0397, 10.2625, 6.63986, 0.398568, 0, 0, 24.19, 11.6463, 2.69082, 0.000379503, 1.12224, 1.02491, 9.02861, 1.02151, 10.3047, 1.0199, 9.02308, 1.01296, 5.91442, 4.09464, 0.200174, 0.00796979, 0.194978, 0.189117, 0.203229, 0.136843, 0.202855, 0.20116
